KOI Name,NExScI Disposition,Kepler Name,Period,Transit Depth,Teq,KOI count,Planet Radius,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass
K00794.01,CONFIRMED,Kepler-683 b,2.5391831469999997,382.1,1332.0,1,2.06,5519.0,4.35,0.14,1.062,0.9209999999999999
K01024.01,CONFIRMED,Kepler-753 b,5.7477119089999995,820.1,641.0,1,1.86,4252.0,4.64,-0.06,0.632,0.637
K03077.01,CANDIDATE,,4.09578199,405.5,851.0,2,1.64,4791.0,4.577,0.07,0.742,0.759
K03077.02,CANDIDATE,,7.55842923,361.1,694.0,2,1.46,4791.0,4.577,0.07,0.742,0.759
K03053.01,CONFIRMED,Kepler-1419 b,42.5217006,685.6,510.0,2,2.45,5911.0,4.519,-0.1,0.914,1.006
K03053.02,CANDIDATE,,9.476705699999998,230.5,841.0,2,1.38,5911.0,4.519,-0.1,0.914,1.006
K01022.01,CONFIRMED,Kepler-752 b,18.82744023,1006.2,632.0,2,2.7,5687.0,4.538,-0.12,0.86,0.93
K01022.02,FALSE POSITIVE,,68.832195,678.1,411.0,2,2.35,5687.0,4.538,-0.12,0.86,0.93
K03459.01,CANDIDATE,,13.2226149,261.7,740.0,1,1.75,5931.0,4.545,-0.28,0.863,0.953
K02489.01,CANDIDATE,,3.92453009,463.5,1074.0,1,1.82,5776.0,4.553999999999999,-0.18,0.8490000000000001,0.9390000000000001
K06096.01,FALSE POSITIVE,,17.279290765,164308.0,556.0,1,27.66,5251.0,4.623,-0.78,0.6579999999999999,0.6629999999999999
K06292.01,FALSE POSITIVE,,2.821328194,64776.0,1807.0,1,40.0,6701.0,4.121,-0.54,1.506,1.092
K02979.01,FALSE POSITIVE,,1.371288853,66.2,1837.0,1,1.15,6220.0,4.378,-0.08,1.1079999999999999,1.0659999999999998
K01094.01,CONFIRMED,Kepler-766 b,6.10027621,766.6,990.0,1,2.59,5957.0,4.506,-0.08,0.937,1.026
K04387.01,FALSE POSITIVE,,1.54038914,71.8,1638.0,1,0.84,5974.0,4.422,-0.26,0.9890000000000001,0.9440000000000001
K04400.01,CONFIRMED,Kepler-1601 b,2.20923119,59.8,1507.0,1,0.84,5991.0,4.375,-0.02,1.092,1.032
K04702.01,FALSE POSITIVE,,5.81289843,76.3,1102.0,1,0.93,6175.0,4.41,-0.2,1.041,1.013
K01942.01,CANDIDATE,,10.84969477,1122.1,676.0,2,2.67,5251.0,4.592,-0.04,0.778,0.8690000000000001
K01942.02,CANDIDATE,,2.4337034980000003,258.3,1112.0,2,1.66,5251.0,4.592,-0.04,0.778,0.8690000000000001
K06293.01,CANDIDATE,,5.88836941,119.9,1125.0,1,1.21,6243.0,4.39,-0.14,1.084,1.048
K07638.01,CANDIDATE,,25.0032023,64.1,837.0,1,1.47,6148.0,4.055,0.0,1.685,1.176
K01110.01,CONFIRMED,Kepler-771 b,8.7348852,270.7,890.0,2,1.59,5982.0,4.493,-0.04,0.96,1.047
K01110.02,FALSE POSITIVE,,3.71840884,77.2,1184.0,2,0.84,5982.0,4.493,-0.04,0.96,1.047
K03416.01,CANDIDATE,,11.8237228,212.7,703.0,1,1.25,5559.0,4.578,-0.18,0.8029999999999999,0.899
K01116.01,CONFIRMED,Kepler-773 b,3.749105745,182.6,1160.0,1,1.68,5751.0,4.447,0.06,0.983,0.987
K04956.01,FALSE POSITIVE,,25.221892899999997,,,1,,,,,,
K01104.01,FALSE POSITIVE,,0.890110752,321.5,1372.0,1,1.25,4768.0,4.628,0.21,0.711,0.815
K03446.01,FALSE POSITIVE,,11.9615433,424.5,847.0,1,2.24,6142.0,4.456,0.07,1.046,1.143
K06294.01,FALSE POSITIVE,,11.961308501,310679.0,696.0,1,51.58,5564.0,4.587,-0.26,0.785,0.878
K04298.01,CANDIDATE,,2.89494709,45.8,1919.0,2,1.16,7087.0,4.137,-0.18,1.6840000000000002,1.4180000000000001
K03259.01,CANDIDATE,,72.93327619999998,770.4,389.0,1,2.45,5316.0,4.47,0.14,0.902,0.875
K01099.01,CONFIRMED,Kepler-767 b,161.52783469999997,4653.6,366.0,1,8.19,5778.0,4.285,0.16,1.213,1.033
K01118.01,CANDIDATE,,7.37290344,205.2,1004.0,1,2.67,5973.0,4.371,-0.14,1.07,0.982
K02081.01,CANDIDATE,,6.2141496,183.4,1506.0,2,4.27,5295.0,3.617,0.02,3.1519999999999997,1.501
K02896.01,FALSE POSITIVE,,1.077467951,75.7,2339.0,2,31.06,6329.0,4.137,-0.12,1.508,1.135
K02232.01,CANDIDATE,,101.1323475,1502.9,380.0,2,3.87,5492.0,4.388999999999999,0.16,1.016,0.9209999999999999
K02232.02,CANDIDATE,,12.834857000000001,293.9,755.0,2,1.73,5492.0,4.388999999999999,0.16,1.016,0.9209999999999999
K00986.01,CONFIRMED,Kepler-260 b,8.18739443,517.6,782.0,2,1.92,5251.0,4.494,0.0,0.8490000000000001,0.821
K00986.02,CONFIRMED,Kepler-260 c,76.04981629999999,445.9,372.0,2,1.75,5251.0,4.494,0.0,0.8490000000000001,0.821
K07639.01,FALSE POSITIVE,,1.05569286,37.5,1395.0,1,0.45,4955.0,4.561,-0.08,0.7509999999999999,0.748
K01113.01,CONFIRMED,Kepler-268 b,25.93406406,414.5,695.0,2,2.48,5952.0,4.287,0.06,1.225,1.0590000000000002
K01113.02,CONFIRMED,Kepler-268 c,83.4463485,503.0,471.0,2,2.73,5952.0,4.287,0.06,1.225,1.0590000000000002
K03786.01,FALSE POSITIVE,,0.97430309,34976.0,1643.0,1,37.62,5688.0,4.583,-0.36,0.7859999999999999,0.87
K06295.01,FALSE POSITIVE,,204.280255,10579.0,236.0,1,8.99,4907.0,4.582,-0.12,0.727,0.737
K04659.01,CANDIDATE,,41.868199600000004,150.7,492.0,1,1.25,5852.0,4.559,-0.3,0.8370000000000001,0.9279999999999999
K07640.01,FALSE POSITIVE,,0.643703667,172.0,2358.0,1,1.48,6161.0,4.362,-0.1,1.114,1.038
K02170.01,FALSE POSITIVE,,0.941603153,462.1,1608.0,1,2.29,5237.0,4.481,-0.12,0.8370000000000001,0.774
K06296.01,FALSE POSITIVE,,5.499941793,47751.3,1878.0,1,59.94,7079.0,3.827,-0.16,2.634,1.695
K04857.01,CANDIDATE,,4.11497357,154.1,1137.0,1,1.17,6011.0,4.507,-0.18,0.927,1.006
K06297.01,FALSE POSITIVE,,2.629870555,101310.0,1291.0,1,34.05,5566.0,4.382,-0.2,0.9670000000000001,0.8220000000000001
K02277.01,FALSE POSITIVE,,2.62982665,126.4,1968.0,1,17.88,6712.0,4.053,-0.1,1.8459999999999999,1.411
K01103.01,CANDIDATE,,90.1240507,3020.3,485.0,1,7.12,6520.0,4.375,0.07,1.215,1.2790000000000001
K04957.02,CANDIDATE,,4.98792404,346.2,485.0,2,0.73,3606.0,4.859,-0.2,0.395,0.413
K06298.01,FALSE POSITIVE,,1.97362159,,,1,,,,,,
K06299.01,CANDIDATE,,0.947554749,65.4,1633.0,1,0.67,5508.0,4.569,0.07,0.84,0.955
K03993.01,FALSE POSITIVE,,0.686994057,2797.1,2063.0,1,35.3,5780.0,4.438,0.0,1.0,1.0
K03034.01,CANDIDATE,,31.0209175,859.5,291.0,1,1.66,3720.0,4.763999999999999,-0.1,0.48,0.488
K06300.01,FALSE POSITIVE,,6.62761199,227141.0,1204.0,1,82.03,6316.0,4.231,-0.12,1.3330000000000002,1.102
K01788.01,CONFIRMED,Kepler-951 b,71.52543937999998,5904.3,340.0,2,5.76,4855.0,4.542,0.12,0.778,0.769
K01788.02,FALSE POSITIVE,,369.069345,945.9,197.0,2,3.07,4855.0,4.542,0.12,0.778,0.769
K04849.01,CANDIDATE,,3.19938075,76.1,1026.0,1,0.62,5483.0,4.632,-0.56,0.7020000000000001,0.779
K07641.01,CANDIDATE,,3.79437277,83.2,1383.0,1,1.36,5455.0,4.025,-0.18,1.507,0.877
K02807.01,CANDIDATE,,3.375716723,175.7,1472.0,1,2.34,6310.0,4.273,-0.08,1.2819999999999998,1.122
K02032.01,CONFIRMED,Kepler-1063 b,14.07969236,169.5,931.0,1,2.08,5821.0,4.0969999999999995,0.14,1.547,1.092
K04875.01,CANDIDATE,,0.912179022,144.6,1025.0,1,0.65,3880.0,4.7219999999999995,0.14,0.555,0.591
K00197.01,CONFIRMED,Kepler-489 b,17.276296682,10458.0,538.0,1,7.31,4941.0,4.599,0.0,0.738,0.79
K04959.01,FALSE POSITIVE,,420.92920358,86013.1,293.0,1,62.76,6461.0,4.319,-0.26,1.197,1.0859999999999999
K01824.01,CONFIRMED,Kepler-323 c,3.553831111,191.8,1292.0,2,1.62,6015.0,4.37,-0.12,1.081,0.998
K01824.02,CONFIRMED,Kepler-323 b,1.6783263,146.3,1659.0,2,1.57,6015.0,4.37,-0.12,1.081,0.998
K02692.01,FALSE POSITIVE,,1.257689465,945.6,1513.0,1,2.45,5676.0,4.571000000000001,-0.4,0.787,0.84
K02335.01,CONFIRMED,Kepler-1194 b,16.22378479,262.3,676.0,1,1.51,5547.0,4.46,0.0,0.925,0.9
K06301.01,CANDIDATE,,50.271927000000005,574.5,589.0,1,2.94,6520.0,4.375,0.07,1.215,1.2790000000000001
K03379.01,CONFIRMED,Kepler-1484 b,30.4544418,472.1,624.0,1,2.6,6283.0,4.4719999999999995,-0.3,0.9840000000000001,1.047
K03814.01,FALSE POSITIVE,,5.95077813,761.8,2366.0,1,32.26,5122.0,2.886,0.07,9.828,2.707
K06098.01,FALSE POSITIVE,,1.129848432,4658.5,3553.0,1,120.13,4846.0,2.984,0.16,7.102,1.775
K04389.01,CANDIDATE,,16.3368863,225.9,642.0,1,1.27,5410.0,4.49,-0.1,0.8590000000000001,0.8340000000000001
K06302.01,FALSE POSITIVE,,28.597880332,85951.6,1014.0,1,74.25,6590.0,3.787,-0.34,2.474,1.368
K02540.01,FALSE POSITIVE,,2.67596808,420.6,998.0,1,1.57,4732.0,4.53,0.32,0.795,0.78
K02380.01,CANDIDATE,,6.35705314,272.2,990.0,1,1.59,5982.0,4.493,-0.04,0.96,1.047
K07642.01,FALSE POSITIVE,,0.502622858,146.0,2478.0,1,1.41,6029.0,4.385,0.04,1.0979999999999999,1.065
K06099.01,FALSE POSITIVE,,7.244778994,99147.1,818.0,2,25.68,5530.0,4.586,-0.22,0.7879999999999999,0.882
K01119.01,FALSE POSITIVE,,7.24476126,58.0,837.0,2,0.65,5370.0,4.494,0.04,0.8740000000000001,0.8690000000000001
K01119.02,FALSE POSITIVE,,13.55480534,48.3,679.0,2,0.62,5370.0,4.494,0.04,0.8740000000000001,0.8690000000000001
K00264.01,FALSE POSITIVE,,4.029810359,111.1,1479.0,1,1.77,5929.0,4.055,0.08,1.651,1.127
K03648.01,FALSE POSITIVE,,4.029803201,191073.0,1233.0,1,47.58,6024.0,4.385,-0.06,1.078,1.028
K02186.01,CANDIDATE,,14.97974335,1211.8,620.0,1,3.79,5062.0,4.481,0.14,0.853,0.8029999999999999
K01091.01,FALSE POSITIVE,,15.2384539,7019.0,829.0,1,9.84,6384.0,4.419,-0.16,1.0859999999999999,1.129
K06303.01,FALSE POSITIVE,,30.476518853,326626.0,592.0,1,71.42,5527.0,4.315,-0.02,1.073,0.867
K03362.01,FALSE POSITIVE,,30.47639859,130569.0,542.0,1,43.01,5913.0,4.585,-0.56,0.787,0.8740000000000001
K04844.01,CANDIDATE,,0.42804605100000004,126.0,2017.0,1,0.87,5285.0,4.566,-0.18,0.775,0.805
K01878.01,CANDIDATE,,40.80957343,436.1,623.0,1,3.44,6183.0,4.301,0.26,1.3,1.2409999999999999
K04963.01,CANDIDATE,,59.4037839,123.5,570.0,1,1.65,6373.0,4.256,-0.54,1.209,0.961
K03483.01,CANDIDATE,,82.331756,283.2,474.0,1,2.08,5997.0,4.303999999999999,0.16,1.242,1.135
K03373.01,FALSE POSITIVE,,57.05999920000001,66168.0,455.0,1,22.31,5931.0,4.545,-0.28,0.863,0.953
K06304.01,FALSE POSITIVE,,13.782522208,248937.0,605.0,1,41.84,5246.0,4.604,-0.78,0.6679999999999999,0.653
K07643.01,FALSE POSITIVE,,4.20253859,31.5,1136.0,1,0.71,5596.0,4.343,-0.2,1.015,0.8290000000000001
K00273.01,CONFIRMED,Kepler-454 b,10.573751447000001,298.9,844.0,1,2.07,5720.0,4.4,0.34,1.08,1.067
K04145.01,CANDIDATE,,3.25424652,82.1,1220.0,1,0.96,5692.0,4.421,0.08,1.004,0.968
K04091.01,CONFIRMED,Kepler-1550 b,225.58524500000001,754.9,348.0,1,3.71,5929.0,4.243,0.3,1.3630000000000002,1.185
K04395.01,CANDIDATE,,1.9200625869999999,226.8,1189.0,1,1.12,5266.0,4.611000000000001,-0.22,0.741,0.83
K03225.01,CANDIDATE,,4.8754764999999995,39.6,1180.0,1,0.8,5513.0,4.178999999999999,0.07,1.286,0.9109999999999999
K01112.01,CANDIDATE,,37.8102649,570.3,566.0,1,2.33,6085.0,4.4510000000000005,-0.28,0.973,0.976
K04720.01,FALSE POSITIVE,,37.809539,487.4,483.0,1,1.79,5595.0,4.57,-0.14,0.82,0.917
K07644.01,CANDIDATE,,3.39904814,69.6,1191.0,1,0.81,5766.0,4.444,-0.26,0.929,0.8759999999999999
K06305.01,FALSE POSITIVE,,1.89121656,66.8,1434.0,1,0.73,5741.0,4.438,-0.52,0.884,0.7809999999999999
K04144.01,CANDIDATE,,0.48765627799999994,109.8,2299.0,1,0.99,5957.0,4.506,-0.08,0.937,1.026
K01088.01,FALSE POSITIVE,,0.9958614020000001,4993.8,1477.0,1,26.93,5286.0,4.604,-0.48,0.706,0.731
K00795.01,CONFIRMED,Kepler-684 b,6.770300385,1304.0,812.0,1,2.77,5653.0,4.656000000000001,-0.84,0.679,0.767
K00796.01,FALSE POSITIVE,,0.44429196600000004,10967.4,1836.0,1,27.51,5255.0,4.678,-0.72,0.636,0.7090000000000001
K03763.01,FALSE POSITIVE,,0.888584158,412710.0,1211.0,1,43.7,4324.0,4.638999999999999,-0.28,0.616,0.604
K01117.01,CONFIRMED,Kepler-774 b,11.08956602,148.1,1422.0,1,3.51,6353.0,3.698,-0.1,2.867,1.4969999999999999
K06306.01,FALSE POSITIVE,,3.693702974,25208.0,1453.0,1,62.55,6309.0,4.265,0.32,1.396,1.306
K00797.01,CANDIDATE,,10.181584004,5741.1,812.0,1,7.73,5988.0,4.541,-0.52,0.836,0.885
K01115.01,CONFIRMED,Kepler-772 b,12.99204853,270.6,866.0,1,2.03,5765.0,4.236000000000001,0.0,1.242,0.968
K04114.01,FALSE POSITIVE,,359.1015,496.5,285.0,1,2.37,6373.0,4.438,-0.24,1.047,1.094
K01950.01,CONFIRMED,Kepler-1024 b,66.4159789,2053.2,376.0,1,3.44,5383.0,4.603,-0.22,0.759,0.851
K02784.01,FALSE POSITIVE,,4.14244748,69.9,1907.0,1,1.82,6785.0,3.83,-0.96,2.124,1.113
K01111.01,FALSE POSITIVE,,10.26547688,399.6,770.0,1,1.81,5699.0,4.553,-0.1,0.853,0.95
K03380.01,FALSE POSITIVE,,10.26558924,254.6,828.0,1,1.65,5774.0,4.458,0.08,0.98,1.006
K06307.01,FALSE POSITIVE,,10.265613245,150465.0,1000.0,1,61.45,5865.0,4.169,0.16,1.423,1.09
K02099.01,CONFIRMED,Kepler-1094 b,78.0998908,656.9,480.0,1,3.37,5779.0,4.238,0.16,1.284,1.0390000000000001
K04965.01,FALSE POSITIVE,,20.5311708,284.6,568.0,1,1.39,5398.0,4.58,-0.04,0.805,0.902
K00798.01,FALSE POSITIVE,,3.341913228,725.3,1032.0,1,21.55,5295.0,4.551,-0.02,0.8109999999999999,0.853
K03277.01,CONFIRMED,Kepler-1452 b,42.9136635,160.6,810.0,1,3.19,6049.0,3.8,0.18,2.483,1.419
K03945.01,FALSE POSITIVE,,0.723947772,242.7,3192.0,1,52.16,5160.0,3.424,-0.72,2.897,0.812
K03203.01,CANDIDATE,,96.81647,164.7,655.0,1,3.19,6404.0,3.793,-0.18,2.467,1.38
K02490.01,CANDIDATE,,11.60653061,771.7,584.0,1,1.88,4703.0,4.582,-0.14,0.701,0.6859999999999999
K01949.01,FALSE POSITIVE,,0.9934889790000001,24327.0,1914.0,1,17.9,5811.0,4.328,-0.58,0.998,0.772
K01087.01,FALSE POSITIVE,,0.9489507340000001,2133.0,2103.0,1,36.87,6307.0,4.391,-0.02,1.133,1.1520000000000001
K03918.01,FALSE POSITIVE,,0.948951607,458463.0,1853.0,1,115.31,5780.0,4.438,0.0,1.0,1.0
K04187.01,FALSE POSITIVE,,7.07162308,123.0,1162.0,1,1.42,6313.0,4.24,-0.38,1.2590000000000001,1.005
K06308.01,FALSE POSITIVE,,2.1635697019999998,54518.0,1996.0,1,85.64,6425.0,4.04,-0.22,1.7180000000000002,1.179
K02055.01,CONFIRMED,Kepler-1073 b,8.67890312,540.6,905.0,4,2.56,5509.0,4.308,0.16,1.1159999999999999,0.924
K02055.02,CONFIRMED,Kepler-1073 c,4.02582434,265.3,1169.0,4,1.79,5509.0,4.308,0.16,1.1159999999999999,0.924
K02055.03,CANDIDATE,,2.50475282,181.1,1369.0,4,1.48,5509.0,4.308,0.16,1.1159999999999999,0.924
K01786.01,FALSE POSITIVE,,24.68662378,8052.3,1149.0,1,48.04,4648.0,2.9960000000000004,0.14,5.132000000000001,0.95
K07645.01,CANDIDATE,,2.00870696,53.5,1232.0,1,0.55,5341.0,4.526,-0.5,0.759,0.705
K01105.01,FALSE POSITIVE,,5.76573396,248.0,1964.0,1,7.47,5772.0,3.364,-0.48,4.434,1.6569999999999998
K02773.01,FALSE POSITIVE,,0.8788557709999999,269.7,1864.0,1,1.57,5727.0,4.438,-0.22,0.937,0.877
K00401.01,CONFIRMED,Kepler-149 b,29.19899219,2047.2,540.0,3,4.15,5376.0,4.462,0.28,0.94,0.934
K00401.02,CONFIRMED,Kepler-149 d,160.0191598,1552.8,306.0,3,4.28,5376.0,4.462,0.28,0.94,0.934
K00401.03,CONFIRMED,Kepler-149 c,55.329139899999994,325.7,436.0,3,1.67,5376.0,4.462,0.28,0.94,0.934
K07646.01,FALSE POSITIVE,,85.112898,513.8,422.0,1,2.21,6018.0,4.485,-0.04,0.975,1.058
K01108.01,CONFIRMED,Kepler-770 b,18.92537246,640.9,1171.0,3,13.92,4941.0,3.3169999999999997,0.4,4.885,1.808
K01108.02,CONFIRMED,Kepler-770 c,1.4753232219999999,154.9,2740.0,3,5.88,4941.0,3.3169999999999997,0.4,4.885,1.808
K01108.03,CONFIRMED,Kepler-770 d,4.15246118,223.4,1941.0,3,7.62,4941.0,3.3169999999999997,0.4,4.885,1.808
K03395.01,CANDIDATE,,10.00506974,143.3,849.0,2,1.11,5912.0,4.453,-0.38,0.924,0.884
K03072.01,FALSE POSITIVE,,24.336702600000002,551.1,526.0,1,1.95,5141.0,4.505,-0.12,0.8059999999999999,0.758
K02314.01,CONFIRMED,Kepler-1187 b,18.87058705,588.0,701.0,1,2.67,6103.0,4.496,-0.2,0.9490000000000001,1.028
K04966.01,FALSE POSITIVE,,2.31164074,488.7,4074.0,1,39.73,4883.0,2.439,0.21,18.427,3.4019999999999997
K04548.01,CANDIDATE,,61.083321999999995,227.5,465.0,1,1.61,5803.0,4.444,0.16,1.015,1.044
K06309.01,FALSE POSITIVE,,0.7309567159999999,27.8,2192.0,1,0.57,6028.0,4.371,-0.14,1.078,0.9940000000000001
K03996.01,FALSE POSITIVE,,0.730947169,248.0,1777.0,1,14.43,5514.0,4.569,-0.04,0.826,0.9259999999999999
K01100.01,FALSE POSITIVE,,0.73093905,451.1,1488.0,1,1.45,4768.0,4.588,-0.1,0.711,0.7140000000000001
K04055.01,FALSE POSITIVE,,0.73095491,29.6,2711.0,1,0.88,6454.0,4.163,0.12,1.587,1.3359999999999999
K02917.01,FALSE POSITIVE,,0.730943372,134.7,2190.0,1,1.37,6143.0,4.418,-0.02,1.067,1.085
K01107.01,FALSE POSITIVE,,0.73094589,250.2,1922.0,1,17.12,5901.0,4.553,-0.3,0.848,0.938
K04031.01,FALSE POSITIVE,,0.7309494870000001,87.3,2311.0,1,1.27,6238.0,4.365,0.14,1.1909999999999998,1.204
K03992.01,FALSE POSITIVE,,0.73094701,227.7,1870.0,1,15.83,5767.0,4.559,-0.22,0.8370000000000001,0.927
K06100.01,FALSE POSITIVE,,0.7309642409999999,44.0,2467.0,2,0.99,5929.0,4.152,0.12,1.463,1.107
K02150.01,CANDIDATE,,18.508452600000002,758.9,683.0,2,29.33,5942.0,4.506,-0.06,0.938,1.028
K02150.02,CANDIDATE,,44.7055876,471.8,509.0,2,72.59,5942.0,4.506,-0.06,0.938,1.028
K07647.01,FALSE POSITIVE,,7.04716175,150.8,817.0,1,1.1,5496.0,4.592,-0.24,0.7759999999999999,0.8690000000000001
K06310.01,FALSE POSITIVE,,7.04715073,282.5,932.0,1,1.54,5941.0,4.519,-0.14,0.9109999999999999,1.001
K06311.01,FALSE POSITIVE,,7.047106212,69626.0,1846.0,1,119.64,8162.0,3.9730000000000003,-0.2,2.3209999999999997,1.845
K00381.01,FALSE POSITIVE,,6.3376143570000005,1807.4,1351.0,1,9.57,6581.0,4.138,-0.34,1.536,1.185
K02928.01,FALSE POSITIVE,,17.733735600000003,217.3,597.0,1,1.24,5335.0,4.56,0.12,0.831,0.914
K06101.01,FALSE POSITIVE,,17.734020239,186680.0,892.0,1,93.52,5883.0,4.04,-0.28,1.554,0.966
K03068.01,CANDIDATE,,3.91679553,161.3,851.0,2,0.85,4889.0,4.637,-0.22,0.6859999999999999,0.759
K03068.02,CANDIDATE,,6.65171459,151.5,713.0,2,0.84,4889.0,4.637,-0.22,0.6859999999999999,0.759
K03643.01,FALSE POSITIVE,,3.9001093460000003,126194.0,1160.0,1,40.37,5791.0,4.4239999999999995,-0.18,0.9690000000000001,0.91
K00382.01,FALSE POSITIVE,,3.900140077,543.1,1253.0,1,23.78,6407.0,4.48,-0.52,0.955,1.006
K01102.01,CONFIRMED,Kepler-24 c,12.33343853,536.4,915.0,4,4.12,5896.0,4.197,-0.36,1.24,0.884
K01102.02,CONFIRMED,Kepler-24 b,8.14515981,446.8,1050.0,4,3.43,5896.0,4.197,-0.36,1.24,0.884
K01102.03,CONFIRMED,Kepler-24 e,18.9985279,430.7,792.0,4,43.17,5896.0,4.197,-0.36,1.24,0.884
K01102.04,CONFIRMED,Kepler-24 d,4.24439049,174.0,1305.0,4,2.07,5896.0,4.197,-0.36,1.24,0.884
K07648.01,CANDIDATE,,1.183505016,116.6,1293.0,1,0.8,4832.0,4.592,0.12,0.746,0.7909999999999999
K01090.01,FALSE POSITIVE,,8.387210055,4952.0,1211.0,1,72.52,6089.0,4.044,0.08,1.795,1.2990000000000002
K00966.01,FALSE POSITIVE,,0.379463865,1973.3,3000.0,2,59.56,5075.0,3.892,-0.06,1.7830000000000001,0.905
K02413.01,CONFIRMED,Kepler-383 b,12.90467523,412.4,545.0,2,1.49,4513.0,4.574,0.16,0.722,0.7120000000000001
K02413.02,CONFIRMED,Kepler-383 c,31.201220199999998,360.1,406.0,2,1.47,4513.0,4.574,0.16,0.722,0.7120000000000001
K03057.01,CONFIRMED,Kepler-405 c,29.727220000000003,1010.2,557.0,2,3.02,5815.0,4.54,-0.12,0.877,0.973
K03057.02,CONFIRMED,Kepler-405 b,10.61368712,559.8,785.0,2,2.06,5815.0,4.54,-0.12,0.877,0.973
K07649.01,FALSE POSITIVE,,494.165759,1440.0,265.0,1,4.5,6392.0,4.399,0.07,1.162,1.232
K03343.01,CANDIDATE,,83.2664103,620.0,439.0,1,2.89,5538.0,4.266,0.16,1.18,0.937
K04967.01,CANDIDATE,,43.581043,348.7,558.0,1,1.94,6225.0,4.45,-0.12,1.031,1.091
K01093.01,FALSE POSITIVE,,0.528755447,408.5,3271.0,1,47.75,6151.0,3.92,-0.22,1.954,1.158
K02066.01,CANDIDATE,,147.97391000000002,1267.1,329.0,1,3.33,5578.0,4.44,0.0,0.95,0.905
K00490.01,CONFIRMED,Kepler-167 b,4.393157678,447.2,807.0,4,1.41,4799.0,4.631,-0.02,0.6920000000000001,0.7759999999999999
K00490.02,CONFIRMED,Kepler-167 e,1071.232624,19045.6,129.0,4,9.27,4799.0,4.631,-0.02,0.6920000000000001,0.7759999999999999
K00490.03,CONFIRMED,Kepler-167 c,7.40611676,417.9,678.0,4,1.37,4799.0,4.631,-0.02,0.6920000000000001,0.7759999999999999
K00490.04,CONFIRMED,Kepler-167 d,21.803708,246.4,473.0,4,1.11,4799.0,4.631,-0.02,0.6920000000000001,0.7759999999999999
K04968.01,FALSE POSITIVE,,2.945414866,968.7,3531.0,1,38.32,4403.0,2.178,-0.08,12.927,0.917
K01106.01,CONFIRMED,Kepler-769 b,7.42608123,443.3,1037.0,3,2.47,6049.0,4.353,0.16,1.176,1.14
K01106.02,CONFIRMED,Kepler-769 c,15.9868932,178.5,803.0,3,1.62,6049.0,4.353,0.16,1.176,1.14
K01106.03,CANDIDATE,,13.2298203,157.8,856.0,3,1.5,6049.0,4.353,0.16,1.176,1.14
K03515.01,FALSE POSITIVE,,82.137609997,210772.0,640.0,1,197.85,6395.0,3.904,-0.36,2.012,1.183
K03185.01,FALSE POSITIVE,,0.9341815790000001,12.1,3268.0,1,0.79,7624.0,4.029,0.1,2.1519999999999997,1.8030000000000002
K01098.01,FALSE POSITIVE,,5.48990788,598.9,1039.0,1,23.6,5982.0,4.493,-0.04,0.96,1.047
K04141.01,FALSE POSITIVE,,0.9780469820000001,838.8,3146.0,1,129.67,5100.0,3.3680000000000003,-0.12,4.569,1.778
K05984.01,FALSE POSITIVE,,3.9126791360000004,291510.0,1018.0,1,1794.2,5616.0,4.553,-0.98,0.72,0.675
K02863.01,FALSE POSITIVE,,1.7033591719999999,57.6,1525.0,1,0.69,6026.0,4.503,-0.34,0.904,0.9490000000000001
K02824.01,FALSE POSITIVE,,1.70336496,316.7,1484.0,1,1.67,5881.0,4.516,-0.08,0.915,1.002
K06312.01,FALSE POSITIVE,,1.703347524,504406.0,1202.0,1,47.62,5325.0,4.657,-0.78,0.648,0.695
K07650.01,FALSE POSITIVE,,0.851678507,67.9,1840.0,1,0.85,5403.0,4.388999999999999,0.34,1.0290000000000001,0.945
K06313.01,FALSE POSITIVE,,1.70332915,98.5,1420.0,1,0.86,5749.0,4.547,-0.1,0.8640000000000001,0.961
K04347.01,CONFIRMED,Kepler-1592 b,3.0570982000000004,144.0,1202.0,1,0.99,6021.0,4.57,-0.5,0.8190000000000001,0.922
K06314.01,FALSE POSITIVE,,20.413812,496.4,586.0,1,16.5,5514.0,4.569,-0.04,0.826,0.9259999999999999
K03977.01,FALSE POSITIVE,,0.7088055,17575.0,2035.0,1,41.08,5989.0,4.5,-0.3,0.9079999999999999,0.95
K01101.01,CONFIRMED,Kepler-768 b,11.39102358,448.6,618.0,2,1.67,4983.0,4.617,0.07,0.728,0.836
K00799.01,CANDIDATE,,1.626630225,1620.6,1547.0,1,32.43,5735.0,4.41,-0.18,0.973,0.889
K01089.01,CONFIRMED,Kepler-418 b,86.67856052,8244.1,434.0,2,9.83,5822.0,4.351,-0.06,1.081,0.9570000000000001
K01089.02,CANDIDATE,,12.21828097,1843.4,835.0,2,5.1,5822.0,4.351,-0.06,1.081,0.9570000000000001
K06316.01,FALSE POSITIVE,,67.41958542,182171.0,470.0,1,49.46,6071.0,4.425,-0.48,0.9620000000000001,0.898
K00121.01,FALSE POSITIVE,,8.811102200000002,401.1,1399.0,1,63.66,6200.0,3.8,-0.12,2.404,1.3330000000000002
K04035.01,FALSE POSITIVE,,8.810972100000003,24048.0,881.0,1,47.94,5780.0,4.438,0.0,1.0,1.0
K04397.01,FALSE POSITIVE,,0.447861451,265.4,2263.0,1,1.42,5901.0,4.553,-0.3,0.848,0.938
