KOI Name,NExScI Disposition,Kepler Name,Period,Transit Depth,Teq,KOI count,Planet Radius,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass
K02524.01,CONFIRMED,Kepler-1268 b,40.99050020000001,297.3,627.0,1,2.41,5842.0,4.17,0.14,1.41,1.072
K05395.01,FALSE POSITIVE,,601.13797,172.8,254.0,1,1.81,5786.0,4.155,0.02,1.3880000000000001,1.003
K03496.01,CONFIRMED,Kepler-1511 b,23.2385587,161.2,903.0,2,2.18,6602.0,4.1080000000000005,-0.12,1.685,1.3330000000000002
K03496.02,CANDIDATE,,8.5433774,75.1,1260.0,2,1.58,6602.0,4.1080000000000005,-0.12,1.685,1.3330000000000002
K01705.01,CANDIDATE,,20.4998763,437.8,731.0,1,2.8,6249.0,4.428,-0.04,1.0759999999999998,1.13
K00680.01,CONFIRMED,Kepler-435 b,8.600153929,4510.2,1703.0,1,26.52,6093.0,3.475,-0.18,3.9130000000000003,1.6669999999999998
K02601.01,FALSE POSITIVE,,2.622134451,128.2,1548.0,1,1.64,5864.0,4.199,0.16,1.369,1.08
K01450.01,CONFIRMED,Kepler-854 b,2.1446322380000002,19836.9,1736.0,1,59.19,6296.0,4.24,-0.16,1.305,1.0759999999999998
K03147.01,CONFIRMED,Kepler-1441 b,39.4420781,172.4,682.0,1,2.51,5430.0,3.923,0.16,1.902,1.1059999999999999
K06039.01,FALSE POSITIVE,,1.071911311,9817.8,1809.0,1,40.32,5885.0,4.413,-0.52,0.9329999999999999,0.821
K07841.01,FALSE POSITIVE,,371.1495,597.3,245.0,1,2.07,5988.0,4.541,-0.52,0.836,0.885
K05396.01,FALSE POSITIVE,,344.06248,136.3,589.0,1,5.26,7664.0,3.611,-0.12,3.697,2.039
K06885.01,FALSE POSITIVE,,44.827323809,237120.0,779.0,1,429.0,5160.0,3.568,-0.02,3.279,1.45
K06886.01,FALSE POSITIVE,,4.1747072,,,1,,,,,,
K02465.01,FALSE POSITIVE,,5.46091846,172.0,1106.0,1,1.25,6319.0,4.465,-0.68,0.93,0.919
K02302.01,CONFIRMED,Kepler-1180 b,16.8600805,273.4,765.0,1,1.71,6205.0,4.419,-0.58,0.973,0.9059999999999999
K01469.01,FALSE POSITIVE,,3.582076914,1534.4,1265.0,1,5.33,6109.0,4.422,-0.36,0.993,0.95
K01518.01,CONFIRMED,Kepler-875 b,27.5071114,580.7,569.0,1,2.58,5783.0,4.539,-0.08,0.88,0.977
K00888.01,FALSE POSITIVE,,1.0007470379999999,1823.5,1620.0,1,4.14,5472.0,4.499,-0.54,0.79,0.718
K03994.01,FALSE POSITIVE,,1.324247867,83.3,2140.0,1,1.3,6557.0,4.251,0.04,1.406,1.287
K03097.01,CONFIRMED,Kepler-431 d,11.9216035,43.2,851.0,3,0.87,6006.0,4.4030000000000005,0.07,1.082,1.081
K03097.02,CONFIRMED,Kepler-431 b,6.80257947,32.7,1026.0,3,0.73,6006.0,4.4030000000000005,0.07,1.082,1.081
K03097.03,CONFIRMED,Kepler-431 c,8.70312154,32.0,945.0,3,0.72,6006.0,4.4030000000000005,0.07,1.082,1.081
K04419.01,CANDIDATE,,0.259819659,231.5,1559.0,1,1.22,3939.0,4.736000000000001,-0.2,0.526,0.55
K04614.01,CANDIDATE,,6.4546845,69.9,1244.0,1,1.38,6474.0,4.243,-0.16,1.3619999999999999,1.185
K02631.01,CANDIDATE,,44.9977604,170.2,508.0,2,1.59,5871.0,4.493,0.21,0.983,1.097
K06887.01,FALSE POSITIVE,,0.6223038710000001,80.9,2032.0,1,0.77,5672.0,4.447,-0.6,0.853,0.742
K00890.01,CONFIRMED,Kepler-714 b,8.09888906,6911.1,986.0,1,8.95,6214.0,4.442,0.07,1.0759999999999998,1.169
K06890.01,CANDIDATE,,2.15888911,102.4,1130.0,1,0.72,5269.0,4.627,-0.34,0.713,0.79
K01748.01,FALSE POSITIVE,,3.549386251,50664.0,1142.0,1,24.15,5759.0,4.495,-0.2,0.892,0.9079999999999999
K00568.01,CONFIRMED,Kepler-605 b,3.383540239,255.7,1133.0,2,1.65,5300.0,4.385,0.18,0.986,0.861
K00568.02,CONFIRMED,Kepler-605 c,2.358952404,94.1,1278.0,2,0.96,5300.0,4.385,0.18,0.986,0.861
K04295.01,CONFIRMED,Kepler-1584 b,13.3997555,167.3,886.0,1,1.51,6401.0,4.388999999999999,-0.04,1.15,1.183
K03961.01,FALSE POSITIVE,,0.704541784,275.2,2121.0,1,1.72,6063.0,4.476,0.07,1.012,1.117
K06891.01,FALSE POSITIVE,,4.608901433,378548.0,1007.0,1,48.72,5938.0,4.605,-0.74,0.755,0.8440000000000001
K00681.01,FALSE POSITIVE,,44.258173075,20541.7,845.0,1,37.38,6544.0,3.839,-0.22,2.326,1.364
K05403.01,FALSE POSITIVE,,2.41172358,3364.7,1706.0,1,50.53,6363.0,4.22,-0.24,1.3319999999999999,1.072
K00136.01,FALSE POSITIVE,,15.663886949,5144.4,1060.0,1,27.36,5996.0,3.9010000000000002,0.24,2.221,1.43
K07842.01,CANDIDATE,,3.11141514,28.4,1530.0,1,0.7,6450.0,4.297,-0.1,1.273,1.169
K04133.01,FALSE POSITIVE,,0.621361411,45.0,2913.0,1,1.12,6234.0,4.046,-0.2,1.66,1.1159999999999999
K00514.01,FALSE POSITIVE,,11.75560012,648.8,716.0,1,22.39,5644.0,4.575,-0.24,0.8059999999999999,0.9
K06892.01,CANDIDATE,,17.580602600000002,138.8,816.0,1,1.87,5839.0,4.199,0.14,1.358,1.063
K00314.01,CONFIRMED,Kepler-138 c,13.78109471,756.0,402.0,3,1.42,3846.0,4.738,-0.24,0.503,0.505
K00314.02,CONFIRMED,Kepler-138 d,23.08902241,598.3,338.0,3,1.24,3846.0,4.738,-0.24,0.503,0.505
K00314.03,CONFIRMED,Kepler-138 b,10.31282204,137.6,443.0,3,0.59,3846.0,4.738,-0.24,0.503,0.505
K02458.01,CONFIRMED,Kepler-1245 b,4.35407371,277.1,1043.0,2,1.63,5455.0,4.421,-0.2,0.909,0.795
K02458.02,CONFIRMED,Kepler-1245 c,2.9365879460000004,279.6,1190.0,2,1.77,5455.0,4.421,-0.2,0.909,0.795
K02817.01,CONFIRMED,Kepler-1356 b,0.634003002,316.9,1714.0,1,1.35,5226.0,4.606,-0.16,0.75,0.84
K06893.01,FALSE POSITIVE,,3.3261939039999997,178470.0,521.0,1,14.72,3520.0,4.906000000000001,-0.2,0.349,0.358
K02924.01,CONFIRMED,Kepler-1387 b,2.279523364,126.8,1123.0,2,0.87,5017.0,4.516,-0.02,0.797,0.76
K02924.02,CANDIDATE,,8.85686712,319.2,714.0,2,1.88,5017.0,4.516,-0.02,0.797,0.76
K03128.01,CANDIDATE,,21.236002399999997,104.4,1048.0,1,2.62,6035.0,3.745,-0.16,2.559,1.328
K04160.01,CONFIRMED,Kepler-1560 b,3.03196812,81.5,1269.0,1,0.9,5755.0,4.402,-0.14,0.993,0.909
K03836.01,FALSE POSITIVE,,3.46724809,1317.3,841.0,1,2.52,4969.0,4.713,-1.6,0.5429999999999999,0.556
K03062.01,FALSE POSITIVE,,0.769127296,114.6,1917.0,1,0.9,6024.0,4.561,-0.48,0.831,0.9159999999999999
K07843.01,CANDIDATE,,0.619023176,77.9,1885.0,1,0.79,5395.0,4.5360000000000005,0.38,0.8909999999999999,0.995
K07844.01,FALSE POSITIVE,,1.3020614209999999,1046.1,3345.0,1,92.86,7757.0,3.8369999999999997,-0.1,2.783,1.9409999999999998
K02103.01,CONFIRMED,Kepler-1098 b,2.543063763,152.0,1319.0,2,1.26,5579.0,4.388999999999999,0.14,1.0290000000000001,0.945
K02103.02,CANDIDATE,,3.66520844,65.8,1168.0,2,0.82,5579.0,4.388999999999999,0.14,1.0290000000000001,0.945
K03832.01,FALSE POSITIVE,,5.36652724,3122.5,982.0,1,7.97,5858.0,4.553,-0.26,0.8490000000000001,0.94
K03551.01,FALSE POSITIVE,,58.621578824,142951.0,385.0,1,40.43,5232.0,4.553999999999999,-0.52,0.725,0.6859999999999999
K06161.01,FALSE POSITIVE,,10.4032399,1056.2,1104.0,1,51.47,6428.0,4.144,-0.42,1.436,1.0490000000000002
K06894.01,FALSE POSITIVE,,6.373454978,6084.6,1169.0,1,51.6,5953.0,4.1610000000000005,-0.58,1.254,0.831
K08139.01,FALSE POSITIVE,,40.244826,192.9,3302.0,1,115.94,3674.0,0.452,-0.58,89.87799999999999,0.833
K01447.01,FALSE POSITIVE,,40.24649897,159414.0,768.0,2,97.54,6594.0,4.051,-0.34,1.6909999999999998,1.1740000000000002
K01447.02,FALSE POSITIVE,,2.27999662,12831.0,2000.0,2,20.74,6594.0,4.051,-0.34,1.6909999999999998,1.1740000000000002
K06040.01,FALSE POSITIVE,,18.019651402,176998.0,544.0,1,31.77,5278.0,4.658,-0.62,0.659,0.723
K01706.01,CONFIRMED,Kepler-932 b,1.921437488,278.7,1276.0,1,1.77,5238.0,4.4719999999999995,-0.08,0.851,0.784
K00150.01,CONFIRMED,Kepler-112 b,8.408878137,798.9,809.0,2,2.28,5551.0,4.508,-0.42,0.812,0.7759999999999999
K00150.02,CONFIRMED,Kepler-112 c,28.5742692,824.9,538.0,2,2.32,5551.0,4.508,-0.42,0.812,0.7759999999999999
K01495.01,CONFIRMED,Kepler-863 b,15.59466045,867.7,718.0,1,2.74,5900.0,4.5,-0.1,0.929,0.995
K00683.01,CANDIDATE,,278.12439789999996,2297.8,286.0,1,5.86,5799.0,4.408,0.14,1.05,1.028
K06895.01,FALSE POSITIVE,,1.0755770690000002,140584.0,2094.0,1,69.11,6011.0,4.217,-0.24,1.2670000000000001,0.966
K06896.01,FALSE POSITIVE,,0.811390968,139.9,5043.0,1,14.74,4994.0,2.682,0.07,12.487,2.7310000000000003
K05409.01,FALSE POSITIVE,,36.1826854,9471.7,635.0,1,56.41,5696.0,4.151,-0.16,1.321,0.9009999999999999
K02734.01,CANDIDATE,,3.8259005,857.2,1005.0,1,3.45,5223.0,4.505,0.32,0.885,0.9129999999999999
K02307.01,CANDIDATE,,4.150297119,593.4,981.0,1,3.03,5290.0,4.519,0.14,0.858,0.887
K00957.01,FALSE POSITIVE,,3.14051153,1444.4,1306.0,1,31.01,6108.0,4.4430000000000005,-0.34,0.9740000000000001,0.9590000000000001
K04296.01,CANDIDATE,,2.49385348,46.9,1251.0,1,0.59,5615.0,4.477,-0.4,0.85,0.79
K05410.01,CANDIDATE,,24.152786399999997,78.1,701.0,1,0.97,6223.0,4.3919999999999995,-0.08,1.095,1.073
K08140.01,FALSE POSITIVE,,135.428746,381.1,343.0,1,1.83,5849.0,4.5169999999999995,-0.02,0.919,1.014
K01519.01,CONFIRMED,Kepler-876 b,5.1443645,310.7,923.0,2,1.55,5157.0,4.445,0.18,0.904,0.83
K01519.02,CANDIDATE,,57.132855000000006,414.1,414.0,2,1.81,5157.0,4.445,0.18,0.904,0.83
K00891.01,CONFIRMED,Kepler-715 b,10.00653012,936.1,876.0,1,3.52,6063.0,4.47,-0.02,1.001,1.079
K07845.01,FALSE POSITIVE,,341.01495,386.0,234.0,1,1.72,5327.0,4.456,0.02,0.8959999999999999,0.836
K03089.01,CANDIDATE,,0.858546796,106.1,1671.0,1,0.88,5269.0,4.4910000000000005,0.06,0.8640000000000001,0.843
K06899.01,FALSE POSITIVE,,27.81892382,238224.0,610.0,1,50.0,6126.0,4.513,-0.32,0.915,0.9940000000000001
K01898.01,CONFIRMED,Kepler-1005 b,6.498014700000001,190.9,1026.0,1,1.87,5727.0,4.328,0.0,1.104,0.946
K06900.01,FALSE POSITIVE,,8.467706136,77323.6,844.0,1,43.98,5873.0,4.553999999999999,-0.3,0.843,0.93
K06901.01,FALSE POSITIVE,,24.70361995,217538.0,464.0,1,30.13,5030.0,4.665,-0.46,0.65,0.7170000000000001
K00269.01,CANDIDATE,,18.01164974,107.8,900.0,1,1.83,6477.0,4.224,0.1,1.459,1.3
K07846.01,CANDIDATE,,10.5994606,128.8,896.0,1,1.28,6194.0,4.445,0.07,1.069,1.161
K02255.01,CONFIRMED,Kepler-1160 b,7.97033985,490.8,839.0,1,1.81,5774.0,4.567,-0.3,0.818,0.907
K05411.01,CANDIDATE,,11.1734401,61.3,1279.0,1,1.4,7372.0,4.1419999999999995,-0.04,1.7519999999999998,1.5519999999999998
K01463.01,FALSE POSITIVE,,1064.2680956,22771.7,281.0,1,33.63,6340.0,3.833,-0.46,2.173,1.1740000000000002
K02722.01,CONFIRMED,Kepler-402 c,6.12479773,129.3,1140.0,5,1.51,6052.0,4.285,-0.12,1.202,1.015
K02722.02,CONFIRMED,Kepler-402 e,11.24284815,136.0,931.0,5,1.44,6052.0,4.285,-0.12,1.202,1.015
K02722.03,CONFIRMED,Kepler-402 b,4.02877097,100.4,1311.0,5,1.21,6052.0,4.285,-0.12,1.202,1.015
K02722.04,CONFIRMED,Kepler-402 d,8.92114318,110.8,1006.0,5,1.27,6052.0,4.285,-0.12,1.202,1.015
K02722.05,CANDIDATE,,16.5340022,89.2,819.0,5,1.17,6052.0,4.285,-0.12,1.202,1.015
K02585.01,CONFIRMED,Kepler-392 b,5.34182466,70.5,1125.0,3,0.95,5767.0,4.287,-0.14,1.135,0.91
K02585.02,CONFIRMED,Kepler-392 c,10.42317343,71.2,901.0,3,1.07,5767.0,4.287,-0.14,1.135,0.91
K02585.03,CANDIDATE,,7.87845756,44.1,989.0,3,0.78,5767.0,4.287,-0.14,1.135,0.91
K05412.01,FALSE POSITIVE,,472.2265706,156143.0,217.0,1,48.18,5763.0,4.5569999999999995,-0.2,0.8420000000000001,0.937
K03113.01,CONFIRMED,Kepler-1430 b,2.46050095,276.8,969.0,1,1.03,4811.0,4.626,-0.58,0.634,0.62
K06903.01,FALSE POSITIVE,,38.058140058,308873.0,736.0,1,94.1,6894.0,4.25,-0.2,1.419,1.317
K00892.01,CONFIRMED,Kepler-716 b,10.37168928,1254.9,720.0,2,3.2,5121.0,4.457,0.18,0.888,0.8220000000000001
K00892.02,CANDIDATE,,3.96996298,299.2,992.0,2,1.78,5121.0,4.457,0.18,0.888,0.8220000000000001
K03943.01,CANDIDATE,,38.57634829999999,282.1,619.0,1,2.05,6167.0,4.333,0.12,1.2209999999999999,1.1740000000000002
K04294.01,FALSE POSITIVE,,0.962590772,1021.6,2026.0,1,31.51,6274.0,4.434,-0.1,1.062,1.115
K00014.01,FALSE POSITIVE,,2.9473766710000002,433.2,2404.0,1,403.59,8090.0,4.002,-0.14,2.234,1.828
K00893.01,CONFIRMED,Kepler-717 b,4.40841331,549.4,1139.0,1,2.66,6007.0,4.457,-0.24,0.961,0.968
K08141.01,FALSE POSITIVE,,380.03902999999997,788.8,219.0,1,2.36,5477.0,4.5680000000000005,-0.06,0.818,0.905
K08142.01,FALSE POSITIVE,,380.294204,730.5,229.0,1,2.27,5518.0,4.473,-0.5,0.8220000000000001,0.733
K01508.01,CONFIRMED,Kepler-871 b,22.045916300000002,804.8,640.0,1,3.05,5900.0,4.5089999999999995,0.07,0.951,1.065
K04077.01,FALSE POSITIVE,,0.7862605690000001,877.1,1192.0,1,15.72,4223.0,4.681,-0.54,0.557,0.544
K01528.01,CONFIRMED,Kepler-882 b,3.989544192,190.0,903.0,1,0.93,5229.0,4.643,-0.42,0.688,0.765
K06905.01,FALSE POSITIVE,,4.800232532,277001.0,941.0,1,48.67,5591.0,4.59,-0.44,0.7559999999999999,0.812
K03337.01,CANDIDATE,,11.16622885,353.9,725.0,2,1.56,5552.0,4.562,-0.04,0.836,0.9309999999999999
K03337.02,FALSE POSITIVE,,91.172033,368.5,360.0,2,1.58,5552.0,4.562,-0.04,0.836,0.9309999999999999
K04489.01,FALSE POSITIVE,,0.6311067220000001,49.2,1945.0,1,0.63,5400.0,4.4430000000000005,-0.1,0.898,0.816
K03693.01,FALSE POSITIVE,,4.032760214,10803.4,2582.0,1,378.61,4969.0,2.8989999999999996,0.21,9.433,2.572
K06041.01,FALSE POSITIVE,,4.032762189,119350.0,1173.0,1,35.22,5960.0,4.438,-0.3,0.9620000000000001,0.927
K03430.01,CANDIDATE,,13.9248005,195.2,588.0,1,0.9,5271.0,4.669,-0.66,0.648,0.718
K01829.01,FALSE POSITIVE,,22.84156293,2940.7,557.0,2,30.0,5381.0,4.538,-0.06,0.826,0.858
K04534.01,FALSE POSITIVE,,1.1578141000000002,54.8,2133.0,1,1.24,5412.0,3.9410000000000003,-0.38,1.629,0.845
K06907.01,CANDIDATE,,4.60687717,258.7,865.0,1,1.14,5110.0,4.582,-0.4,0.711,0.7040000000000001
K05414.01,FALSE POSITIVE,,1.5070992890000001,1282.0,1448.0,1,26.56,5762.0,4.5760000000000005,-0.36,0.8009999999999999,0.892
K06908.01,FALSE POSITIVE,,1.507100589,497657.0,2378.0,1,131.16,6919.0,4.099,-0.16,1.7480000000000002,1.406
K03750.01,FALSE POSITIVE,,1.507101452,15847.0,1573.0,1,39.32,5884.0,4.453,-0.64,0.8759999999999999,0.794
K00315.01,CANDIDATE,,35.58349688,937.6,408.0,1,2.03,4894.0,4.637,-0.24,0.684,0.753
K00088.01,FALSE POSITIVE,,5.17968868,121.8,972.0,1,18.91,5761.0,4.548,-0.4,0.815,0.857
K04403.01,CANDIDATE,,5.88350251,217.7,949.0,1,1.27,5840.0,4.553,-0.24,0.8490000000000001,0.9420000000000001
K04379.01,FALSE POSITIVE,,1.2755113059999998,69.3,1739.0,1,0.84,5921.0,4.418,-0.1,1.015,0.9840000000000001
K01707.01,CONFIRMED,Kepler-315 b,96.109323,982.3,409.0,2,4.01,5792.0,4.375,-0.26,1.005,0.875
K01707.02,CONFIRMED,Kepler-315 c,265.47847,1040.7,291.0,2,4.2,5792.0,4.375,-0.26,1.005,0.875
K06909.01,FALSE POSITIVE,,0.7583557040000001,9568.3,1765.0,1,8.78,5629.0,4.586,-0.32,0.7829999999999999,0.875
K03998.01,FALSE POSITIVE,,0.758354475,581782.0,3123.0,1,149.44,7131.0,4.084,-0.12,1.83,1.483
K03666.01,FALSE POSITIVE,,7.942583252,88327.0,1285.0,1,219.02,5516.0,3.765,-0.48,2.178,1.0070000000000001
K00894.01,FALSE POSITIVE,,7.942617599999999,1590.7,878.0,1,4.68,5811.0,4.521,0.07,0.9259999999999999,1.036
K00684.01,CANDIDATE,,4.034914368,800.1,1452.0,1,6.95,5548.0,3.964,0.12,1.7930000000000001,1.079
K05416.01,CONFIRMED,Kepler-1628 b,76.37785500000001,11004.0,240.0,1,6.28,3869.0,4.6739999999999995,0.21,0.584,0.5870000000000001
K03023.01,FALSE POSITIVE,,4.39049637,113.5,1637.0,1,2.07,6429.0,3.989,-0.14,1.9080000000000001,1.298
K03623.01,FALSE POSITIVE,,1.032068851,121993.0,1221.0,1,44.35,4387.0,4.587,0.28,0.711,0.7120000000000001
K04022.01,CANDIDATE,,4.85819429,76.3,1685.0,1,2.04,6109.0,3.78,-0.4,2.326,1.188
K06911.01,FALSE POSITIVE,,0.843400322,43.7,1941.0,1,0.65,5982.0,4.493,-0.04,0.96,1.047
K03478.01,CANDIDATE,,33.496911499999996,163.5,630.0,1,2.97,4928.0,3.966,0.48,1.6880000000000002,0.9620000000000001
K05417.01,FALSE POSITIVE,,55.249007325,205671.0,496.0,1,60.79,6063.0,4.476,0.07,1.012,1.117
K02324.01,CANDIDATE,,1.204686597,233.2,1711.0,1,1.55,5780.0,4.438,0.0,1.0,1.0
K05418.01,CANDIDATE,,14.267343900000002,217.5,657.0,1,1.21,5475.0,4.567,0.07,0.8370000000000001,0.9440000000000001
K07847.01,CANDIDATE,,399.37587,552.2,326.0,1,3.93,6098.0,4.069,-0.06,1.618,1.119
K01952.01,CONFIRMED,Kepler-341 c,8.0103929,294.1,940.0,4,1.88,5616.0,4.327,0.14,1.111,0.9570000000000001
K01952.02,CONFIRMED,Kepler-341 d,27.6666375,324.0,622.0,4,2.04,5616.0,4.327,0.14,1.111,0.9570000000000001
K01952.03,CONFIRMED,Kepler-341 b,5.19559398,116.0,1085.0,4,1.18,5616.0,4.327,0.14,1.111,0.9570000000000001
K01952.04,CONFIRMED,Kepler-341 e,42.472907799999994,334.0,539.0,4,2.03,5616.0,4.327,0.14,1.111,0.9570000000000001
K04561.01,CONFIRMED,Kepler-1613 b,1.5184181,196.8,1926.0,1,1.85,6302.0,4.2589999999999995,-0.18,1.2690000000000001,1.063
K08143.01,FALSE POSITIVE,,373.74691,622.3,260.0,1,2.65,6131.0,4.497,-0.24,0.945,1.023
K03394.01,CANDIDATE,,15.576406099999998,257.1,793.0,1,1.79,6214.0,4.442,0.07,1.0759999999999998,1.169
K04325.01,CANDIDATE,,0.609926502,133.8,2141.0,1,1.12,5936.0,4.501,0.07,0.965,1.075
K06042.01,FALSE POSITIVE,,2.371589507,235104.0,1043.0,1,88.22,5340.0,4.715,-1.0,0.601,0.685
K02848.01,CANDIDATE,,13.787262699999998,75.1,894.0,1,1.55,5691.0,4.138999999999999,0.26,1.4580000000000002,1.068
K01708.01,CANDIDATE,,32.7737631,564.5,686.0,1,5.0,5640.0,4.0760000000000005,0.12,1.534,1.023
K06162.01,FALSE POSITIVE,,5.874197307,205698.0,1112.0,1,59.2,6103.0,4.363,-0.22,1.083,0.987
K08269.01,FALSE POSITIVE,,371.4589776,456.6,283.0,1,2.22,6388.0,4.427,-0.36,1.033,1.035
K06912.01,FALSE POSITIVE,,17.042155208,55165.0,760.0,1,24.93,6197.0,4.449,-0.08,1.035,1.0959999999999999
K01460.01,FALSE POSITIVE,,17.0421346,3616.7,594.0,1,5.14,5367.0,4.59,-0.16,0.773,0.8540000000000001
K01921.01,CONFIRMED,Kepler-1015 b,16.00496657,377.5,1040.0,1,3.71,6384.0,4.029,0.12,1.9040000000000001,1.412
K07848.01,FALSE POSITIVE,,369.18194700000004,913.0,245.0,1,2.6,5959.0,4.546,-0.32,0.8590000000000001,0.948
K01472.01,CONFIRMED,Kepler-857 b,85.3514875,4674.7,390.0,1,6.31,5584.0,4.478,0.14,0.938,0.966
K01808.01,CANDIDATE,,89.1935737,868.3,483.0,1,3.81,6071.0,4.239,-0.06,1.295,1.061
K02663.01,CANDIDATE,,9.88736642,68.0,768.0,1,0.68,5693.0,4.57,-0.24,0.816,0.9109999999999999
K08144.01,FALSE POSITIVE,,315.81065,541.6,212.0,1,1.82,4875.0,4.513999999999999,0.2,0.81,0.7809999999999999
K03721.01,FALSE POSITIVE,,6.40802979,7784.1,1157.0,1,51.44,6261.0,4.293,-0.26,1.194,1.0170000000000001
K00685.01,CONFIRMED,Kepler-644 b,3.173914037,303.0,1655.0,1,3.07,6432.0,4.164,0.14,1.584,1.337
K01840.01,CONFIRMED,Kepler-972 b,7.03932913,836.7,1060.0,2,4.67,5846.0,4.2780000000000005,0.14,1.24,1.064
K01840.02,CANDIDATE,,9.3888216,192.7,963.0,2,20.91,5846.0,4.2780000000000005,0.14,1.24,1.064
K02869.01,CONFIRMED,Kepler-1375 b,3.30040818,98.8,1543.0,2,1.43,6333.0,4.229,0.16,1.4380000000000002,1.2790000000000001
K00895.01,FALSE POSITIVE,,4.409409243,12861.0,1101.0,1,10.95,5600.0,4.368,-0.26,0.975,0.8109999999999999
K03322.01,FALSE POSITIVE,,25.19830439,73834.2,604.0,1,46.14,5955.0,4.534,-0.24,0.883,0.972
K01527.01,CANDIDATE,,192.667139,1148.3,283.0,1,3.64,5401.0,4.487,0.0,0.878,0.863
K01709.01,FALSE POSITIVE,,22.468530899999998,242.3,1040.0,1,20.05,5461.0,3.5660000000000003,-0.26,3.301,1.463
K06914.01,FALSE POSITIVE,,0.60886299,2019.5,3651.0,1,158.5,5022.0,3.3110000000000004,-0.16,4.167,1.298
K06915.01,FALSE POSITIVE,,4.43529675,181.9,1026.0,1,1.15,5659.0,4.511,-0.32,0.8420000000000001,0.8390000000000001
K02778.01,CONFIRMED,Kepler-1342 b,2.21571296,285.1,1283.0,1,1.7,5417.0,4.447,-0.08,0.9009999999999999,0.83
K01467.01,FALSE POSITIVE,,1.157808038,866.7,1579.0,1,22.9,5566.0,4.532,0.12,0.8859999999999999,0.975
K03706.01,FALSE POSITIVE,,1.157804607,605713.0,2255.0,1,118.11,6510.0,4.218999999999999,-0.12,1.425,1.228
K05426.01,CANDIDATE,,124.88721399999999,176.5,435.0,1,1.78,6103.0,4.209,-0.5,1.234,0.898
K04797.01,CANDIDATE,,9.97202023,329.7,627.0,1,1.26,4810.0,4.584,-0.26,0.696,0.677
K03339.01,CANDIDATE,,23.133449399999996,456.3,638.0,1,2.55,5712.0,4.382,-0.52,0.932,0.763
K04038.01,FALSE POSITIVE,,2.15681538,106.5,1473.0,1,1.06,6084.0,4.45,-0.24,0.983,0.991
K06916.01,FALSE POSITIVE,,0.88512187,136.0,1659.0,1,1.05,5392.0,4.521,-0.18,0.8190000000000001,0.8140000000000001
K03958.01,FALSE POSITIVE,,0.885123683,113.3,1961.0,1,1.14,5979.0,4.44,-0.12,0.998,0.9990000000000001
K06043.01,FALSE POSITIVE,,5.09112124,115.1,2044.0,1,3.58,6705.0,3.6289999999999996,-0.12,3.293,1.682
K03960.01,FALSE POSITIVE,,2.54557259,529.0,1234.0,1,1.97,5718.0,4.5489999999999995,-0.08,0.863,0.96
K04075.01,FALSE POSITIVE,,0.885131111,93.2,1818.0,1,0.9,5904.0,4.543,-0.24,0.867,0.958
K04415.01,FALSE POSITIVE,,0.885129679,177.3,1780.0,1,1.21,5792.0,4.547,-0.14,0.8640000000000001,0.9590000000000001
K04380.01,CANDIDATE,,5.78159956,72.8,1475.0,1,1.7,6443.0,4.023,-0.06,1.8840000000000001,1.371
K04482.01,CANDIDATE,,5.38299284,35.1,1253.0,1,0.78,6256.0,4.27,-0.02,1.2930000000000001,1.135
K00131.01,CONFIRMED,Kepler-471 b,5.014234733,6536.0,1308.0,1,10.63,6490.0,4.32,0.16,1.307,1.304
K04725.01,CANDIDATE,,7.28171395,111.6,1086.0,1,2.59,4970.0,3.924,0.32,1.806,0.996
K07849.01,CANDIDATE,,5.0263815,77.2,1065.0,1,0.84,5783.0,4.418,-0.24,0.9620000000000001,0.885
K02523.01,CONFIRMED,Kepler-1267 b,13.0313583,573.3,774.0,2,2.88,5514.0,4.345,0.16,1.071,0.9259999999999999
K02523.02,CANDIDATE,,2.61090223,222.5,1323.0,2,1.8,5514.0,4.345,0.16,1.071,0.9259999999999999
K01842.01,CANDIDATE,,16.84183355,822.1,699.0,1,3.08,5602.0,4.404,0.1,1.0090000000000001,0.941
K06163.01,FALSE POSITIVE,,19.7959731,334.0,1014.0,1,3.47,6731.0,4.043,-0.1,1.876,1.42
K06917.01,FALSE POSITIVE,,1.734221252,289817.0,1114.0,1,42.06,4765.0,4.584,-0.18,0.7020000000000001,0.69
K04903.01,FALSE POSITIVE,,386.828262,1024.9,340.0,1,6.54,6384.0,4.107,-0.02,1.615,1.216
K05427.01,FALSE POSITIVE,,0.5330008860000001,4398.5,2429.0,1,40.94,5934.0,4.331,-0.36,1.064,0.885
K04361.01,CANDIDATE,,75.87813439999998,1054.0,417.0,1,3.39,5579.0,4.413,-0.02,0.972,0.893
K01449.01,FALSE POSITIVE,,10.980246199000002,50078.0,821.0,1,21.94,5952.0,4.462,-0.52,0.897,0.851
K02247.01,CONFIRMED,Kepler-1157 b,4.45743267,175.7,732.0,1,0.79,4487.0,4.644,-0.44,0.612,0.601
K01533.01,CONFIRMED,Kepler-886 b,6.24145791,163.7,1111.0,1,1.6,5810.0,4.25,0.1,1.2590000000000001,1.026
K01943.01,CANDIDATE,,29.92208104,345.3,782.0,1,3.09,6127.0,4.055,-0.12,1.6369999999999998,1.109
K01477.01,CANDIDATE,,169.49760849999998,12192.0,272.0,1,9.06,5270.0,4.592,0.07,0.787,0.9
