KOI Name,Our Disposition,Kepler ID,Kepler Name,KOI Number,Kepler Disposition,NExScI Disposition,RA (J2000),RA Error,Dec (J2000),Dec Error,Time of Transit Epoch,Time err1,Time err2,Period,Period err1,Period err2,Transit Depth,Depth err1,Depth err2,Duration,Duration err1,Duration err2,Ingress Duration,Ingress err1,Ingress err2,Impact Parameter,Impact Parameter err1,Impact Parameter err2,Inclination,Inclination err1,Inclination err2,Semi-major Axis,Semi-major Axus err1,Semi-major Axis err2,Eccentricity,Eccentricity err1,Eccentricity err2,Long of Periastron,Long err1,Long err2,r/R,r/R err1,r/R err2,a/R,a/R err1,a/R err2,Planet Radius,Planet Radius err1,Planet Radius err2,Teq,Teq err1,Teq err2,Teff,Teff err1,Teff err2,log(g),log(g) err1,log(g) err2,Metallicity,Metallicity err1,Metallicity err2,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Mass,Stellar Mass err2,Stellar Mass err1,Age,Age err1,Age err2,Provenance,Quarters,Limb Darkening Model,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Transit Number,Max single event sigma,Max Multievent sigma,KOI count,Binary Discrimination,Comments,Transit Model,Transit Model SNR,Transit Model DOF,Transit Model chisq,FWM motion signif.,gmag,gmag err,rmag,rmag err,imag,imag err,zmag,zmag err,Jmag,Jmag err,Hmag,Hmag err,Kmag,Kmag err,kepmag,kepmag err,Delivery Name,FWM SRA,FWM SRA err,FWM SDec,FWM SDec err,FWM SRAO,FWM SRAO err,FWM SDeco,FWM SDeco err,FWM PRAO,FWM PRAO err,FWM PDeco,FWM PDeco err,Dicco MRA,Dicco MRA err,Dicco MDec,Dicco MDec err,Dicco MSky,Dicco MSky err,Dikco MRA,Dikco MRA err,Dikco MDec,Dikco MDec err,Dikco MSky,Dikco MSky err,Vet Stat,Last vet Update,TCE Planet Number,TCE Delivery Name,DV Report,Disposition Provenance,Parameter Provenance,First Transit Time (BJD),First Transit Time err1,First Transit Time err2,DV Summary,Transit Flag,Secondary Flag,Offset Flag,Contamination Flag,Insolation Flux,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density,Fitted Stellar Density err1,Fitted Stellar Density err2,Planetary Fit,Disposition Score,File Name
K01473.01,CONFIRMED,7499398,,1473.01,CANDIDATE,CANDIDATE,18 41 26.455,0.0,+43 07 25.25,0.0,357.78612400000003,0.000837,-0.000837,23.02028478,2.765e-05,-2.765e-05,5077.8,62.7,-62.7,3.5439999999999996,0.131,-0.131,,,,0.794,0.006999999999999999,-0.42,88.73,,,0.161,,,0.0,,,,,,0.073,0.000288,-0.006999999999999999,35.8,16.9,-16.9,7.58,2.11,-0.71,604.0,,,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.32,0.15,-0.3,0.956,0.266,-0.08900000000000001,1.046,-0.126,0.094,,,,q1_q17_dr25_stellar,00011111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.478,0.21899999999999997,0.0,0.0,45,22.514,99.736,1,0.7040000000000001,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),97.2,,,0.0,16.189,,15.507,,15.309000000000001,,15.239,,14.363,0.03,13.970999999999998,0.04,13.779000000000002,0.047,15.573,,cumulative,18.691,2.9e-06,43.123000000000005,3.1e-05,-1.77,0.11,-1.13,0.11,-0.003,0.0009699999999999999,-0.004,0.001,2.6,0.54,2.26,0.5,3.45,0.73,0.067,0.091,-0.28600000000000003,0.096,0.293,0.096,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0074/007499398/kplr007499398-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455190.786,0.000837,-0.000837,/missions/kepler/dv_files/0074/007499398/kplr007499398-01-20160209194854_dvs.pdf,0,0,0,0,31.4,26.25,-9.06,1.63854,3.09788,-0.62295,LS+MCMC,1.0,kplr007499398-20160128150956_dvt.fits
K02572.01,CONFIRMED,7501646,,2572.01,CANDIDATE,CANDIDATE,18 46 22.164,0.0,+43 10 40.36,0.0,136.91384,0.005,-0.005,6.37705295,3.206e-05,-3.206e-05,502.8,33.8,-33.8,1.949,0.147,-0.147,,,,0.23399999999999999,0.243,-0.23399999999999999,89.46,,,0.069,,,0.0,,,,,,0.02,0.000962,-0.001,24.83,3.4,-3.4,2.15,0.52,-0.21,935.0,,,5672.0,160.0,-200.0,4.503,0.044000000000000004,-0.17600000000000002,0.36,0.1,-0.3,0.965,0.233,-0.09300000000000001,1.08,-0.133,0.08900000000000001,,,,q1_q17_dr25_stellar,00011111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.428,0.251,0.0,0.0,181,4.102,15.772,1,0.41,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),17.9,,,0.008,16.063,,15.387,,15.29,,15.22,,14.273,0.027000000000000003,13.93,0.026000000000000002,13.876,0.044000000000000004,15.522,,cumulative,18.773,1.3e-05,43.178000000000004,0.00011,1.14,0.52,0.33,0.41,0.00056,0.00028,-0.00011,0.00022999999999999998,0.2,1.5,0.66,0.35,0.7,0.63,0.25,0.27,0.02,0.34,0.25,0.29,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007501646/kplr007501646-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454969.914,0.004529999999999999,-0.004529999999999999,/missions/kepler/dv_files/0075/007501646/kplr007501646-01-20160209194854_dvs.pdf,0,0,0,0,180.66,130.54,-52.88,7.11987,0.96726,-3.786,LS+MCMC,1.0,kplr007501646-20160128150956_dvt.fits
K00458.01,FALSE POSITIVE,7504328,,458.01,CANDIDATE,CANDIDATE,18 51 31.846,0.0,+43 11 31.03,0.0,208.08042,0.000916,-0.000916,53.71798494,6.523e-05,-6.523e-05,3153.5,53.7,-53.7,4.104,0.07,-0.07,,,,0.93,0.009000000000000001,-0.006,88.98,,,0.42700000000000005,,,0.0,,,,,,0.066,0.002,-0.002,52.14,3.1,-3.1,155.12,5.52,-31.32,1550.0,,,4959.0,52.0,-119.0,2.332,0.161,-0.038,0.07,0.05,-0.35,21.449,0.764,-4.331,3.6010000000000004,-0.40299999999999997,0.025,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.547,0.17800000000000002,0.0,0.0,26,27.123,93.36399999999999,1,0.036000000000000004,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),103.0,,,0.002,15.217,,14.661,,14.49,,14.41,,13.485999999999999,0.025,13.133,0.023,13.113,0.037000000000000005,14.708,,cumulative,18.859,3.8e-06,43.192,4.2e-05,-0.12,0.15,0.39,0.15,0.0009699999999999999,0.00067,-0.00062,0.00081,-0.18100000000000002,0.08199999999999999,-0.03,0.11,0.183,0.086,-0.099,0.078,0.06,0.13,0.113,0.084,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007504328/kplr007504328-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2455041.08,0.000916,-0.000916,/missions/kepler/dv_files/0075/007504328/kplr007504328-01-20160209194854_dvs.pdf,0,0,0,0,1363.11,161.12,-575.29,0.92917,0.055920000000000004,-0.13522,LS+MCMC,0.933,kplr007504328-20160128150956_dvt.fits
K01480.02,CONFIRMED,7512982,,1480.02,CANDIDATE,CANDIDATE,19 06 58.051,0.0,+43 11 24.37,0.0,137.89902,0.006,-0.006,7.00447892,6.256e-05,-6.256e-05,231.4,26.4,-26.4,2.6689999999999996,0.19399999999999998,-0.19399999999999998,,,,0.139,0.319,-0.139,89.6,,,0.066,,,0.0,,,,,,0.013000000000000001,0.001,-0.0007480000000000001,20.14,4.3,-4.3,1.19,0.04,-0.08,754.0,,,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.18,0.15,-0.15,0.8079999999999999,0.027999999999999997,-0.055,0.779,-0.027999999999999997,0.043,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.5820000000000001,0.145,0.0,0.0,193,2.648,8.391,2,0.485,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),9.9,,,0.011000000000000001,16.619,,15.845,,15.573,,15.452,,14.424000000000001,0.028999999999999998,13.946,0.034,13.857999999999999,0.052000000000000005,15.887,,cumulative,19.116,3.8e-05,43.191,0.00047000000000000004,-0.3,1.5,2.8,1.7,5e-05,0.00033,-0.00059,0.00037,-0.7,1.1,0.03,0.65,0.7,1.1,-0.9,1.0,0.14,0.6,0.9,1.0,Active,2017-05-10 00:00:00,2,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007512982/kplr007512982-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454970.899,0.00635,-0.00635,/missions/kepler/dv_files/0075/007512982/kplr007512982-02-20160209194854_dvs.pdf,0,0,0,0,76.26000000000002,10.65,-14.63,3.14913,0.66882,-1.70643,LS+MCMC,0.977,kplr007512982-20160128150956_dvt.fits
K04663.01,FALSE POSITIVE,7515336,,4663.01,CANDIDATE,CANDIDATE,19 10 40.942,0.0,+43 11 50.06,0.0,131.5761,0.011000000000000001,-0.011000000000000001,5.65690281,7.902e-05,-7.902e-05,32.2,3.6,-3.6,3.583,0.301,-0.301,,,,0.013999999999999999,0.436,-0.013999999999999999,89.93,,,0.062,,,0.0,,,,,,0.005,0.00029,-0.000411,12.135,0.38299999999999995,-0.38299999999999995,0.74,0.12,-0.15,1159.0,,,5687.0,77.0,-77.0,4.191,0.182,-0.098,0.1,0.15,-0.15,1.32,0.218,-0.266,0.986,-0.064,0.079,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.405,0.264,0.0,0.0,234,3.135,8.089,1,0.649,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),10.4,,,0.003,13.235999999999999,,12.655,,12.491,,12.418,,11.524000000000001,0.021,11.16,0.017,11.093,0.013999999999999999,12.715,,cumulative,19.178,2.6e-05,43.196999999999996,0.00033999999999999997,-2.6,1.0,-0.6,1.2,8.3e-05,3.1e-05,1.6e-05,3.7e-05,-0.62,0.29,0.6,0.49,0.86,0.47,-0.6,0.32,0.54,0.49,0.8,0.47,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007515336/kplr007515336-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454964.576,0.0111,-0.0111,/missions/kepler/dv_files/0075/007515336/kplr007515336-01-20160209194854_dvs.pdf,0,0,0,0,425.7,184.17,-168.68,1.0564200000000001,0.03337,-0.6005,LS+MCMC,0.995,kplr007515336-20160128150956_dvt.fits
K03496.02,FALSE POSITIVE,7517261,,3496.02,CANDIDATE,CANDIDATE,19 13 41.088,0.0,+43 10 47.26,0.0,137.9895,0.019,-0.019,8.5433774,0.0001984,-0.0001984,75.1,8.3,-8.3,6.149,0.478,-0.478,,,,0.748,0.226,-0.505,84.06,,,0.09,,,0.0,,,,,,0.009000000000000001,0.003,-0.00075,7.23,3.2,-3.2,1.58,0.46,-0.42,1260.0,,,6602.0,181.0,-250.0,4.1080000000000005,0.22,-0.18,-0.12,0.25,-0.3,1.685,0.494,-0.444,1.3330000000000002,-0.23600000000000002,0.193,,,,q1_q17_dr25_stellar,01111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.294,0.311,0.0,0.0,151,4.052,9.94,2,0.716,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),10.3,,,0.183,14.290999999999999,,13.87,,13.777999999999999,,,,12.713,0.025,12.544,0.02,12.470999999999998,0.018000000000000002,13.932,,cumulative,19.227999999999998,1.9e-05,43.18,0.00022,-0.86,0.74,-0.33,0.8,6.3e-05,5.1e-05,1.8e-05,5.5e-05,0.44,0.76,0.58,0.52,0.73,0.62,0.43,0.76,0.47,0.52,0.64,0.64,Active,2017-05-10 00:00:00,2,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007517261/kplr007517261-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454970.99,0.0192,-0.0192,/missions/kepler/dv_files/0075/007517261/kplr007517261-02-20160209194854_dvs.pdf,0,0,0,0,595.97,514.55,-318.95,0.09802000000000001,0.25633,-0.09117,LS+MCMC,0.9940000000000001,kplr007517261-20160128150956_dvt.fits
K01705.01,CONFIRMED,7522911,,1705.01,CANDIDATE,CANDIDATE,19 21 18.362,0.0,+43 07 18.59,0.0,131.82068,0.006999999999999999,-0.006999999999999999,20.4998763,0.0001716,-0.0001716,437.8,22.8,-22.8,6.501,0.142,-0.142,,,,0.943,0.0,-0.7,84.41,,,0.153,,,0.0,,,,,,0.024,0.000579,-0.005,9.67,4.8,-4.8,2.8,0.92,-0.31,731.0,,,6249.0,174.0,-217.0,4.428,0.067,-0.20199999999999999,-0.04,0.25,-0.3,1.0759999999999998,0.353,-0.11800000000000001,1.13,-0.141,0.157,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.324,0.303,0.0,0.0,67,4.864,18.253,1,0.858,CENT_KIC_POS,Mandel and Agol (2002 ApJ 580 171),21.1,,,0.0,15.869000000000002,,15.386,,15.259,,15.204,,14.365,0.035,13.946,0.040999999999999995,14.019,0.059000000000000004,15.442,,cumulative,19.355,1.9e-05,43.122,0.0002,0.08,0.74,1.36,0.74,0.0,0.00031,-0.00079,0.00031,-0.36,0.2,0.27,0.31,0.45,0.25,-0.37,0.32,-0.07,0.41,0.37,0.37,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007522911/kplr007522911-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454964.821,0.006640000000000001,-0.006640000000000001,/missions/kepler/dv_files/0075/007522911/kplr007522911-01-20160209194854_dvs.pdf,0,0,0,0,67.67,65.55,-21.1,0.04075,0.88123,-0.00186,LS+MCMC,1.0,kplr007522911-20160128150956_dvt.fits
K04419.01,FALSE POSITIVE,7582691,,4419.01,CANDIDATE,CANDIDATE,18 44 27.950,0.0,+43 16 56.78,0.0,131.85061000000002,0.001,-0.001,0.259819659,4.0399999999999996e-07,-4.0399999999999996e-07,231.5,12.8,-12.8,0.6513,0.057999999999999996,-0.057999999999999996,,,,0.972,0.040999999999999995,-0.7240000000000001,45.08,,,0.006,,,0.0,,,,,,0.021,0.00019099999999999998,-0.006,1.376,0.6779999999999999,-0.6779999999999999,1.22,0.08,-0.08,1559.0,,,3939.0,55.0,-62.0,4.736000000000001,0.027999999999999997,-0.035,-0.2,0.2,-0.2,0.526,0.035,-0.035,0.55,-0.039,0.031,,,,q1_q17_dr25_stellar,00011111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.46399999999999997,0.259,0.0,0.0,2180,4.488,10.697000000000001,1,1.0,MOD_SEC_DV---MOD_SEC_ALT---PLANET_PERIOD_IS_HALF_ALT---HAS_SEC_TCE---CENT_FEW_DIFFS,Mandel and Agol (2002 ApJ 580 171),24.1,,,0.006999999999999999,16.499000000000002,,15.164000000000001,,14.607000000000001,,14.288,,13.044,0.021,12.417,0.018000000000000002,12.272,0.015,15.174000000000001,,cumulative,18.741,1.2e-05,43.282,0.00011999999999999999,-2.47,0.46,-0.28,0.43,-2e-05,0.00011,0.00015900000000000002,0.0001,2.8,1.3,-0.94,0.87,3.0,1.4,-1.1,1.2,0.55,0.94,1.2,1.5,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007582691/kplr007582691-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454964.851,0.00137,-0.00137,/missions/kepler/dv_files/0075/007582691/kplr007582691-01-20160209194854_dvs.pdf,0,0,0,0,1410.9,285.54,-257.11,0.73023,23.746270000000003,-0.59582,LS+MCMC,1.0,kplr007582691-20160128150956_dvt.fits
K04614.01,FALSE POSITIVE,7583650,,4614.01,CANDIDATE,CANDIDATE,18 46 55.409,0.0,+43 16 56.43,0.0,135.5436,0.013000000000000001,-0.013000000000000001,6.4546845,0.0001022,-0.0001022,69.9,7.7,-7.7,3.071,0.35200000000000004,-0.35200000000000004,,,,0.93,0.019,-0.682,81.61,,,0.07200000000000001,,,0.0,,,,,,0.009000000000000001,0.000719,-0.002,6.37,3.1,-3.1,1.38,0.44,-0.26,1244.0,,,6474.0,162.0,-194.0,4.243,0.14800000000000002,-0.18100000000000002,-0.16,0.25,-0.3,1.3619999999999999,0.428,-0.263,1.185,-0.157,0.192,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.293,0.31,0.0,0.0,208,3.284,9.469,1,0.852,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),10.8,,,0.011000000000000001,14.106,,13.735999999999999,,13.645999999999999,,13.644,,12.770999999999999,0.021,12.595999999999998,0.019,12.475999999999999,0.019,13.784,,cumulative,18.782,3.6e-05,43.282,0.00036,3.1,1.4,0.4,1.3,-0.00022,9.3e-05,-2.9e-05,8.4e-05,0.12,0.66,0.4,1.2,0.4,1.1,-0.01,0.71,0.4,1.1,0.4,1.1,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007583650/kplr007583650-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454968.544,0.013000000000000001,-0.013000000000000001,/missions/kepler/dv_files/0075/007583650/kplr007583650-01-20160209194854_dvs.pdf,0,0,0,0,565.72,512.95,-239.59,0.11755,1.95192,-0.04559,LS+MCMC,0.9990000000000001,kplr007583650-20160128150956_dvt.fits
K02631.01,CONFIRMED,7584650,,2631.01,CANDIDATE,CANDIDATE,18 48 57.526,0.0,+43 14 38.58,0.0,160.2298,0.01,-0.01,44.9977604,0.0005172999999999999,-0.0005172999999999999,170.2,8.3,-8.3,9.686,0.193,-0.193,,,,0.9279999999999999,0.013000000000000001,-0.647,86.35,,,0.256,,,0.0,,,,,,0.015,0.000368,-0.003,14.57,7.1,-7.1,1.59,0.23,-0.08,508.0,,,5871.0,70.0,-88.0,4.493,0.019,-0.11,0.21,0.15,-0.15,0.983,0.14300000000000002,-0.045,1.097,-0.076,0.045,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.419,0.256,0.0,0.0,31,5.222,15.962,2,0.961,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),21.4,,,0.607,13.870999999999999,,13.429,,13.295,,13.263,,12.36,0.021,12.077,0.019,12.039000000000001,0.013000000000000001,13.468,,cumulative,18.816,1.8e-05,43.244,0.00021,0.39,0.71,0.37,0.75,-8e-05,0.00011,-2e-05,0.00011999999999999999,0.69,0.78,0.39,0.85,0.79,0.67,0.78,0.78,0.6,0.81,0.98,0.57,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007584650/kplr007584650-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454993.23,0.0101,-0.0101,/missions/kepler/dv_files/0075/007584650/kplr007584650-01-20160209194854_dvs.pdf,0,0,0,0,15.74,5.91,-2.25,0.02888,0.4249,-0.00466,LS+MCMC,0.91,kplr007584650-20160128150956_dvt.fits
K06890.01,FALSE POSITIVE,7592922,,6890.01,CANDIDATE,CANDIDATE,19 05 19.366,0.0,+43 16 04.54,0.0,131.97752,0.006,-0.006,2.15888911,1.562e-05,-1.562e-05,102.4,12.4,-12.4,1.791,0.205,-0.205,,,,0.22399999999999998,0.25,-0.22399999999999998,88.59,,,0.03,,,0.0,,,,,,0.009000000000000001,0.000659,-0.000717,9.08,1.9,-1.9,0.72,0.1,-0.07,1130.0,,,5269.0,142.0,-142.0,4.627,0.036000000000000004,-0.084,-0.34,0.35,-0.3,0.713,0.10300000000000001,-0.06,0.79,-0.085,0.07,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.47700000000000004,0.217,0.0,0.0,623,3.1439999999999997,8.31,1,0.9259999999999999,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),9.9,,,0.039,15.994000000000002,,15.314,,15.112,,14.995999999999999,,14.007,0.026000000000000002,13.543,0.031,13.456,0.039,15.377,,cumulative,19.089000000000002,4e-05,43.268,0.00045,1.3,1.6,1.8,1.6,-0.0001,0.00014,-0.0002,0.00015,0.01,0.55,1.16,0.69,1.16,0.69,0.02,0.49,1.02,0.69,1.02,0.69,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0075/007592922/kplr007592922-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454964.978,0.0063,-0.0063,/missions/kepler/dv_files/0075/007592922/kplr007592922-01-20160209194854_dvs.pdf,0,0,0,0,384.49,175.63,-95.37,3.03983,0.62133,-1.91803,LS+MCMC,0.9520000000000001,kplr007592922-20160128150956_dvt.fits
K07842.01,FALSE POSITIVE,7601665,,7842.01,CANDIDATE,CANDIDATE,19 19 32.798,0.0,+43 14 01.96,0.0,132.4992,0.013000000000000001,-0.013000000000000001,3.11141514,4.97e-05,-4.97e-05,28.4,4.3,-4.3,3.074,0.523,-0.523,,,,0.46,0.499,-0.256,86.2,,,0.044000000000000004,,,0.0,,,,,,0.005,0.000317,-0.0005200000000000001,6.94,2.4,-2.4,0.7,0.22,-0.12,1530.0,,,6450.0,144.0,-208.0,4.297,0.10800000000000001,-0.201,-0.1,0.25,-0.3,1.273,0.405,-0.218,1.169,-0.152,0.185,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.295,0.31,0.0,0.0,431,3.096,7.7860000000000005,1,0.5760000000000001,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),8.3,,,0.006,13.728,,13.345,,13.253,,13.235999999999999,,12.357999999999999,0.021,12.15,0.018000000000000002,12.068,0.018000000000000002,13.395999999999999,,cumulative,19.326,2.8e-05,43.235,0.00047999999999999996,-1.8,1.1,4.1,1.7,6.7e-05,3.5e-05,-4.6e-05,5.4e-05,-0.1,1.0,-0.2,1.2,0.2,1.3,-0.21,0.92,-0.2,1.1,0.26,0.98,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0076/007601665/kplr007601665-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454965.499,0.0129,-0.0129,/missions/kepler/dv_files/0076/007601665/kplr007601665-01-20160209194854_dvs.pdf,0,0,0,0,1296.58,1164.25,-515.49,0.65412,0.45055,-0.62575,LS+MCMC,0.9990000000000001,kplr007601665-20160128150956_dvt.fits
K06892.01,FALSE POSITIVE,7602351,,6892.01,CANDIDATE,CANDIDATE,19 20 29.011,0.0,+43 14 37.00,0.0,148.6715,0.027999999999999997,-0.027999999999999997,17.580602600000002,0.0005388999999999999,-0.0005388999999999999,138.8,22.3,-22.3,4.17,0.609,-0.609,,,,0.879,0.105,-0.614,86.89,,,0.135,,,0.0,,,,,,0.013000000000000001,0.006999999999999999,-0.002,16.22,8.1,-8.1,1.87,0.29,-0.35,816.0,,,5839.0,79.0,-79.0,4.199,0.16899999999999998,-0.10400000000000001,0.14,0.15,-0.15,1.358,0.209,-0.256,1.063,-0.07,0.09300000000000001,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.405,0.264,0.0,0.0,75,2.8930000000000002,7.421,1,0.228,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),8.4,,,0.078,15.415,,14.946,,14.806,,14.752,,13.857999999999999,0.022000000000000002,13.543,0.027999999999999997,13.467,0.031,14.989,,cumulative,19.340999999999998,4.9e-05,43.244,0.0005200000000000001,1.0,1.9,2.1,1.9,-0.00014,0.00027,-0.0003,0.00026000000000000003,-0.36,0.78,0.22,0.69,0.43,0.79,-0.43,0.79,0.26,0.73,0.5,0.77,Active,2017-05-10 00:00:00,1,q1_q17_dr25_tce,/missions/kepler/dv_files/0076/007602351/kplr007602351-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454981.672,0.0276,-0.0276,/missions/kepler/dv_files/0076/007602351/kplr007602351-01-20160209194854_dvs.pdf,0,0,0,0,104.96,42.51,-39.51,0.26104,4.02031,-0.2441,LS+MCMC,0.7859999999999999,kplr007602351-20160128150956_dvt.fits
K02924.02,FALSE POSITIVE,7609553,,2924.02,CANDIDATE,CANDIDATE,19 29 45.696,0.0,+43 12 33.95,0.0,134.13633000000002,0.002,-0.002,8.85686712,2.764e-05,-2.764e-05,319.2,30.0,-30.0,0.606,0.08900000000000001,-0.08900000000000001,,,,0.9229999999999999,0.053,-0.638,88.92,,,0.076,,,0.0,,,,,,0.022000000000000002,0.011000000000000001,-0.004,48.8,24.2,-24.2,1.88,0.18,-0.21,714.0,,,5017.0,151.0,-136.0,4.516,0.075,-0.067,-0.02,0.3,-0.25,0.797,0.079,-0.087,0.76,-0.055,0.095,,,,q1_q17_dr25_stellar,11111111111111111000000000000000,Claret (2011 A&A 529 75) ATLAS LS,0.568,0.153,0.0,0.0,137,3.283,7.605,2,-1.0,NO_COMMENT,Mandel and Agol (2002 ApJ 580 171),11.9,,,,15.368,,14.532,,14.255999999999998,,14.110999999999999,,13.06,0.022000000000000002,12.57,0.023,12.514000000000001,0.027999999999999997,14.589,,cumulative,19.496,2.8e-05,43.208999999999996,0.0003,-2.5,1.1,-0.7,1.1,0.00081,0.00035,,,-0.3,0.71,0.38,0.75,0.48,0.57,-0.35,0.85,0.09,0.76,0.36,0.75,Active,2017-05-10 00:00:00,2,q1_q17_dr25_tce,/missions/kepler/dv_files/0076/007609553/kplr007609553-20160209194854_dvr.pdf,q1_q17_dr25_koi,q1_q17_dr25_koi,2454967.136,0.00227,-0.00227,/missions/kepler/dv_files/0076/007609553/kplr007609553-02-20160209194854_dvs.pdf,0,0,0,0,61.54,22.17,-17.78,28.03906,612.00995,-21.96673,LS+MCMC,0.917,kplr007609553-20160128150956_dvt.fits
